Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	stationaryDist[1]	stationaryDist[2]	tree_length
360	-61.10516	-104.1134	43.00821	0.0491327	0.0110273	0.00814868	0.00143643	0.00310075	0.00296933	0.00252681	0.00404184	0.0111896	0.00339253	0.0167882	0.00728979	0.0662468	0.0089862	0.0350429	0.0198799	0.0378016	0.010321	0.0177001	0.00798159	0.0496267	0.0045123	0.022084	0.0131656	0.042991	0.00137463	0.0245837	0.0087459	0.00671725	0.0131757	0.0038406	0.0368388	0.00266158	0.0152972	0.00216265	0.8806068	1.119393	0.865277	0.93186	0.978223	1.02226	1.07312	1.1557	0.1046319	1.271161	0.0857791	0.0192522	0.0142265	0.00250781	0.00541348	0.00518405	0.00441148	0.0070565	0.0195356	0.00592291	0.02931	0.012727	0.115658	0.0156887	0.0611802	0.0347076	0.0659965	0.0180191	0.030902	0.0139348	0.0866416	0.00787787	0.0385557	0.0229854	0.0750565	0.00239992	0.0429198	0.0152692	0.0117274	0.023003	0.00670516	0.0643156	0.00464676	0.0267069	0.00377569	0.559697	0.440303	0.5727819
396	-56.30682	-98.62932	42.3225	0.0285338	0.0377861	0.00726554	0.00731995	0.0251958	0.00720855	0.0203818	0.0111949	0.00107528	0.00277712	0.0025928	0.00787657	0.00384504	0.0146778	0.0202696	0.0283997	0.0194558	0.0736027	0.00826794	0.00643686	0.028637	0.0292761	0.0107985	0.0361751	0.104436	0.0110497	0.00698718	0.0408256	0.000307491	0.0173432	0.0337931	0.0436211	0.0104323	0.019662	0.0052624	0.882525	1.117475	0.369027	0.614969	0.859263	1.16379	1.6261	2.70983	0.7208167	1.266225	0.0389397	0.0515661	0.00991516	0.00998942	0.0343844	0.00983739	0.0278147	0.0152775	0.00146741	0.00378989	0.00353835	0.010749	0.00524726	0.0200306	0.0276616	0.0387567	0.026551	0.100444	0.0112831	0.00878429	0.0390805	0.0399526	0.0147366	0.0493676	0.142522	0.0150794	0.0095353	0.055714	0.000419628	0.023668	0.046117	0.0595291	0.0142368	0.0268325	0.00718151	0.558737	0.441263	0.7327701
432	-51.06834	-95.49228	44.42394	0.00345598	0.0151588	0.0232881	0.0194008	0.0267445	0.0168717	0.0131625	0.0019329	0.0161734	0.0212118	0.000931554	0.0276648	0.00912409	0.0237637	0.00118608	0.0122592	0.011667	0.0151493	0.00248746	0.00106035	0.0154074	0.0119481	0.00250309	0.0236276	0.0112995	0.0243111	0.0146947	0.0258093	0.000292053	0.00402478	0.00143718	0.0750313	0.00193602	0.00790923	0.011838	1.688633	0.3113672	0.67984	0.828446	0.942974	1.06047	1.20708	1.47094	0.2790312	0.1843901	0.00698511	0.0306384	0.0470692	0.0392122	0.0540552	0.0341006	0.0266036	0.00390671	0.0326892	0.0428727	0.00188283	0.0559152	0.0184413	0.0480304	0.00239726	0.0247779	0.023581	0.0306194	0.00502758	0.00214315	0.0311409	0.0241491	0.00505917	0.0477553	0.0228381	0.0491367	0.0297005	0.052165	0.000590289	0.00813476	0.00290479	0.151651	0.00391303	0.0159859	0.0239267	0.155684	0.844316	0.4947634
468	-55.73826	-98.09263	42.35437	0.022415	0.0277755	0.0224921	0.0518052	0.0134638	0.0416707	0.0581756	0.0304389	0.0161874	0.0383087	0.00016463	0.0120227	0.0408088	0.0384499	0.00804142	0.000192363	0.019275	0.00244127	0.0244149	0.00541246	0.0515084	0.0334993	0.0435821	0.0250822	0.0164867	0.0200842	0.0290653	0.127374	0.000423549	0.0053366	0.034032	0.0304604	0.0667952	0.00840619	0.00310958	0.7036967	1.296303	0.893838	0.946736	0.983069	1.01722	1.05626	1.11877	0.08115021	1.842133	0.0231272	0.0286581	0.0232068	0.0534515	0.0138916	0.0429949	0.0600242	0.0314062	0.0167018	0.039526	0.000169861	0.0124047	0.0421055	0.0396717	0.00829695	0.000198476	0.0198875	0.00251885	0.0251907	0.00558445	0.0531451	0.0345638	0.044967	0.0258793	0.0170106	0.0207225	0.0299889	0.131421	0.000437008	0.00550618	0.0351135	0.0314283	0.0689177	0.00867332	0.0032084	0.648152	0.351848	0.9692017
504	-60.89552	-102.4917	41.59616	0.00186143	0.00405285	0.00163899	0.00619154	0.00243774	0.00390348	0.013859	0.00357701	0.0157169	0.00940423	0.00666735	0.0178858	0.00998164	0.0107934	0.00249989	0.00824311	0.00338915	0.00359137	0.0303211	0.0090161	0.00108428	0.00210604	0.0143119	0.0165061	0.0262429	0.0302905	0.0418206	0.0220143	0.0041198	0.00104857	0.000623598	0.00447998	0.018436	0.02934	0.0059516	0.7106672	1.289333	0.21809	0.475829	0.793178	1.26075	2.1016	4.58527	1.101124	1.814257	0.00485494	0.0105706	0.00427479	0.0161487	0.00635809	0.010181	0.0361468	0.00932952	0.0409926	0.024528	0.0173897	0.0466494	0.026034	0.0281511	0.00652019	0.0214996	0.00883954	0.00936695	0.0790832	0.0235157	0.00282801	0.00549295	0.0373282	0.043051	0.0684463	0.0790033	0.109076	0.0574175	0.0107452	0.00273486	0.00162646	0.0116846	0.0480845	0.076524	0.0155229	0.644666	0.355334	0.3834083
540	-57.51128	-100.2485	42.73722	0.00301325	0.0044794	0.000692493	0.00204209	0.00550829	0.00182357	0.000786074	9.14003e-05	0.00846652	0.00270851	0.00602455	0.00561484	0.00318214	0.010508	0.00307608	0.01071	0.00767478	0.00315626	0.00662772	0.00367666	0.0183944	0.0140513	0.00555368	0.0126501	0.00195977	0.00226012	0.00113945	0.0405116	0.0221855	0.000426614	0.0039203	0.0142325	0.002857	0.00285437	0.00705841	1.306708	0.6932924	0.250181	0.508776	0.809919	1.23469	1.9655	3.99711	1.001864	0.5305643	0.0125595	0.0186706	0.00288637	0.00851161	0.0229591	0.00760083	0.00327643	0.000380965	0.0352892	0.0112893	0.0251109	0.0234032	0.0132635	0.0437982	0.0128214	0.0446405	0.0319892	0.0131556	0.027625	0.0153247	0.0766697	0.0585672	0.0231483	0.0527267	0.00816851	0.00942038	0.00474934	0.168856	0.0924714	0.00177817	0.0163402	0.0593223	0.0119082	0.0118973	0.0294201	0.346646	0.653354	0.2399177
576	-57.34635	-100.2223	42.87592	0.00190089	0.0135149	0.00302716	0.000722781	0.00411059	0.00824205	0.00966737	0.0122356	0.011307	0.0155053	0.0347027	0.00776119	0.00470921	0.00952445	0.00505664	0.00281236	0.0150879	0.000669202	0.030611	0.0427344	0.0032664	0.000222829	0.0123024	0.00714011	0.01536	0.0202538	0.000252186	0.0323965	0.010672	0.0305205	0.018531	0.0216643	0.00958758	0.00615943	0.00451249	0.9689253	1.031075	0.560073	0.753735	0.915576	1.09221	1.32673	1.78548	0.419154	1.064143	0.00445441	0.0316698	0.00709361	0.00169371	0.00963245	0.0193138	0.0226538	0.0286721	0.026496	0.036334	0.0813197	0.018187	0.0110352	0.0223189	0.0118493	0.00659027	0.0353558	0.00156816	0.0717315	0.10014	0.00765423	0.00052216	0.0288285	0.0167316	0.0359935	0.0474612	0.000590953	0.0759156	0.0250078	0.0715194	0.0434241	0.0507665	0.0224668	0.0144335	0.0105742	0.515537	0.484463	0.4267444
612	-53.08544	-95.96737	42.88194	0.00392684	0.00777351	0.00794655	0.0129381	0.0108984	0.00642995	0.0112761	0.000244563	0.00280674	0.0214823	0.0199567	0.0154792	0.014295	0.0313874	0.0104501	0.0121418	0.010055	0.0096804	0.0183069	0.024461	0.00508096	0.00107814	0.0086729	0.00295167	0.00962757	0.0650636	0.00637239	0.00124125	0.0126555	0.00592769	0.00809107	0.0240819	0.00148196	0.0065617	0.00545777	1.006278	0.9937221	0.51173	0.721271	0.903087	1.10731	1.38644	1.95416	0.4844257	0.9875225	0.00943312	0.0186736	0.0190893	0.0310801	0.0261803	0.0154461	0.0270877	0.000587493	0.00674239	0.0516051	0.0479402	0.0371844	0.0343396	0.0753992	0.0251035	0.0291671	0.0241542	0.0232544	0.043977	0.0587606	0.0122055	0.00258993	0.0208342	0.00709055	0.0231275	0.156297	0.0153079	0.00298176	0.0304011	0.0142396	0.0194365	0.0578499	0.00355998	0.0157626	0.0131107	0.496861	0.503139	0.4162825
648	-56.72469	-99.57667	42.85197	0.0237586	0.0303628	0.0207414	0.00490188	0.00180738	0.0161167	0.0119312	0.00501067	0.0188776	0.0228469	0.000458693	0.0364408	0.002936	0.0444983	0.00052856	0.00207959	0.0206686	0.00715557	0.00826924	0.0916416	0.00209862	0.00993086	0.0278835	0.00434421	0.0321875	0.0218863	0.0320147	0.00475166	0.0270619	0.0171658	0.00709364	0.0112813	0.0146772	0.0187304	0.0378189	1.202163	0.797837	0.298778	0.554787	0.832093	1.20179	1.80249	3.34696	0.8735061	0.663668	0.0371252	0.0474449	0.0324105	0.00765968	0.00282422	0.025184	0.0186437	0.00782967	0.0294982	0.0357005	0.000716754	0.0569424	0.00458779	0.0695331	0.000825928	0.00324958	0.0322968	0.0111813	0.0129215	0.143199	0.0032793	0.015518	0.0435708	0.00678827	0.0502963	0.0341996	0.0500262	0.00742495	0.042287	0.0268233	0.0110845	0.0176282	0.0229346	0.0292681	0.0590959	0.398919	0.601081	0.6399587
684	-51.27467	-93.2386	41.96393	0.00207545	0.00863413	0.00970565	0.00164721	0.00356948	0.011524	0.00745661	0.000716704	0.00291677	0.0120039	0.00129086	0.00168437	0.0073886	0.0220967	0.00864038	0.00539426	0.00752902	0.00735458	0.00747391	0.00815229	0.000174713	0.010895	0.000458241	0.000379878	0.011169	0.0198217	0.0185879	0.000619308	0.00292134	0.00257334	0.00185426	0.0133512	0.000351901	0.00216199	0.0114006	0.9714157	1.028584	0.212244	0.469565	0.789905	1.26597	2.12963	4.71157	1.120772	1.058851	0.00887037	0.0369019	0.0414815	0.00704012	0.0152558	0.049253	0.0318692	0.00306316	0.0124662	0.0513039	0.00551706	0.00719893	0.0315785	0.0944404	0.0369286	0.0230548	0.0321787	0.0314332	0.0319432	0.0348426	0.000746717	0.0465646	0.0019585	0.00162358	0.047736	0.0847173	0.079444	0.0026469	0.0124857	0.0109983	0.00792502	0.0570623	0.00150401	0.00924023	0.0487257	0.514292	0.485708	0.2339753
720	-56.51085	-98.94564	42.43479	0.00768236	0.0205897	0.00796828	0.0140855	0.0188613	0.0110205	0.0210745	0.00509248	0.00737558	0.0398477	0.00377554	0.00575241	0.0108897	0.00782716	0.00176108	0.00318951	0.0092991	0.0216594	0.0063912	0.0080628	0.0118074	0.0152186	0.00392755	0.00206606	0.0108094	0.0343599	0.0139811	0.00348943	0.0180299	0.018787	0.0101878	0.00474367	0.00161556	0.0153547	0.00528749	1.108874	0.8911259	0.210927	0.468142	0.789158	1.26717	2.13611	4.74098	1.125272	0.8036313	0.0191165	0.0512345	0.0198279	0.0350497	0.0469337	0.0274229	0.0524409	0.0126719	0.0183531	0.0991553	0.00939489	0.0143141	0.0270974	0.0194768	0.0043822	0.00793664	0.0231395	0.0538963	0.0159036	0.0200632	0.029381	0.0378694	0.00977315	0.00514109	0.0268977	0.0854998	0.03479	0.00868295	0.0448649	0.0467488	0.0253508	0.0118039	0.00402009	0.0382081	0.0131572	0.445563	0.554437	0.4018712
756	-59.54846	-102.0678	42.51931	0.0182195	0.0108038	0.0659399	0.0214758	0.0261358	0.007759	0.0636415	0.000795025	0.0103016	0.0307939	0.0104496	0.0247066	0.0130536	0.0612321	0.0179274	0.0059767	0.0209745	0.00608311	0.00880452	0.0249111	0.000496799	0.021082	0.0201152	0.0204879	0.00801031	0.00269989	0.0257291	0.0169407	0.0561339	0.0317444	0.0161913	0.0189369	0.0319984	0.0193844	0.055725	0.7705029	1.229497	0.72859	0.856905	0.952963	1.04936	1.16699	1.37251	0.2289559	1.595707	0.0228986	0.0135784	0.0828744	0.0269912	0.0328479	0.00975164	0.0799857	0.000999201	0.0129472	0.0387022	0.0131332	0.0310517	0.016406	0.0769575	0.0225314	0.00751161	0.0263611	0.00764535	0.0110657	0.0313086	0.000624385	0.0264962	0.0252811	0.0257495	0.0100675	0.00339327	0.0323368	0.0212913	0.07055	0.0398968	0.0203495	0.0238002	0.0402161	0.0243626	0.0700361	0.614749	0.385251	0.7956612
792	-55.91582	-96.29997	40.38415	0.0133656	0.00247793	0.00252222	0.000439172	0.00810442	0.00395695	0.0173957	0.000599639	0.00277461	0.00969245	0.00581527	0.00613051	0.00552433	0.0161752	0.00117219	0.000185312	0.0204301	0.00965176	0.00123691	0.0111582	0.00771372	0.00524262	0.00354665	0.00840782	0.00912607	0.0132194	0.00265108	0.0107801	0.00940636	0.00934733	0.00329334	0.00208651	0.00607931	0.00148593	0.00203918	0.3560854	1.643915	0.274684	0.532497	0.821516	1.21726	1.87794	3.64055	0.9343027	4.61663	0.0573054	0.0106242	0.0108141	0.00188297	0.034748	0.0169656	0.0745849	0.00257098	0.0118962	0.0415568	0.0249332	0.0262848	0.0236858	0.069352	0.00502579	0.000794534	0.0875949	0.0413823	0.00530329	0.0478411	0.0330729	0.022478	0.0152064	0.0360489	0.0391284	0.0566788	0.0113666	0.0462203	0.0403301	0.0400771	0.0141203	0.00894601	0.0260653	0.00637096	0.00874306	0.821957	0.178043	0.233234
828	-58.48966	-101.913	43.42339	0.000783879	0.0330404	0.0165149	0.00182418	0.0486118	0.0113584	0.00777428	0.0224113	0.00355649	0.0147102	4.06793e-05	0.00309579	0.0355181	0.0221294	0.00107457	0.00359823	0.0140363	0.0164861	0.00344748	0.0239758	0.00497196	0.0116445	0.00553972	0.0461285	0.00459859	0.0278451	0.00485183	0.0113283	0.0111139	0.0291215	0.0081054	0.00710676	0.0101066	0.00160192	0.0122635	1.460737	0.5392628	0.322696	0.57602	0.841901	1.18779	1.73605	3.09889	0.8178234	0.3691717	0.00163201	0.0687888	0.0343833	0.00379787	0.101208	0.0236478	0.0161857	0.0466594	0.00740448	0.0306259	8.46926e-05	0.00644531	0.0739473	0.0460726	0.00223721	0.00749138	0.0292231	0.0343235	0.00717752	0.0499168	0.0103514	0.0242434	0.0115335	0.0960378	0.00957407	0.0579725	0.0101013	0.0235851	0.0231387	0.0606298	0.0168751	0.014796	0.0210415	0.00333513	0.0255322	0.269631	0.730369	0.4803166
