Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	stationaryDist[1]	stationaryDist[2]	tree_length
360	-59.34075	-101.5066	42.1659	0.125622	0.0137371	0.0135352	0.00207852	0.0459583	0.00442504	0.000402019	0.030142	0.02121	0.00140017	0.0296845	0.00811114	0.0612439	0.0859397	0.0334117	0.0403705	0.00353284	0.0444789	0.00593931	0.0241427	0.00164052	0.00520254	0.00475226	0.00272177	0.0292508	0.000655437	0.0298882	0.00586511	0.0358343	0.0510347	0.00473235	0.0869065	0.010599	0.00968713	0.0206827	0.6526084	1.347392	0.752642	0.870586	0.957684	1.04419	1.14865	1.32865	0.2054715	2.064625	0.140388	0.0153518	0.0151262	0.00232284	0.0513605	0.00494518	0.000449274	0.033685	0.0237031	0.00156475	0.0331737	0.00906456	0.0684428	0.0960414	0.037339	0.0451159	0.00394811	0.0497072	0.00663744	0.0269806	0.00183336	0.00581407	0.00531086	0.0030417	0.0326891	0.00073248	0.0334014	0.00655452	0.0400464	0.0570335	0.00528861	0.0971218	0.0118449	0.0108258	0.0231138	0.673696	0.326304	0.894819
396	-57.41729	-96.16943	38.75214	4.89414e-05	0.000156721	0.00301904	0.000781183	0.00160245	0.000751533	3.94787e-06	0.000850423	0.000993289	0.000168835	0.0013998	0.000674568	0.00147119	0.00313824	0.00224674	0.00165296	0.000914446	0.00093901	0.00118143	0.00106669	0.000300536	0.000414021	0.00203938	0.00125663	0.00407554	0.000496831	0.00475534	0.00932216	0.00320903	0.00162152	0.0017335	0.00164315	0.00230607	0.000428226	0.00339157	0.5121259	1.487874	0.0497793	0.231498	0.633506	1.57852	4.31969	20.0887	2.16932	2.90529	0.000814944	0.00260962	0.0502713	0.0130078	0.026683	0.0125141	6.57377e-05	0.0141608	0.0165397	0.00281134	0.0233086	0.0112325	0.0244974	0.0522561	0.0374114	0.0275242	0.0152268	0.0156359	0.0196726	0.017762	0.00500435	0.00689404	0.0339586	0.0209247	0.0678635	0.00827294	0.0791831	0.155227	0.0534348	0.0270007	0.0288652	0.0273608	0.0383994	0.00713057	0.0564744	0.743937	0.256063	0.06005494
432	-50.84798	-93.7522	42.90422	0.00143264	0.00306262	0.00122501	0.00133926	0.0106693	0.008032	0.00238036	0.010631	0.00660083	0.011815	0.00844455	0.000786081	0.00357825	0.0357126	0.000992319	0.00516759	0.0182925	0.0117288	0.00597035	0.0021611	0.025482	0.00375054	0.0047443	0.0140066	0.00877394	0.00521862	0.0216612	0.0145266	0.0064113	0.00344118	0.0243557	0.0421983	0.0216476	0.00743246	0.0143366	1.027605	0.9723953	0.516484	0.724531	0.904358	1.10576	1.3802	1.93617	0.4777395	0.9462738	0.00389293	0.00832212	0.00332876	0.00363919	0.0289921	0.0218255	0.0064682	0.0288879	0.0179366	0.0321053	0.0229466	0.00213604	0.00972325	0.0970426	0.00269645	0.014042	0.0497067	0.0318709	0.0162234	0.00587242	0.0692429	0.0101914	0.0128918	0.0380605	0.0238416	0.0141807	0.0588604	0.0394734	0.0174216	0.0093508	0.0661824	0.114666	0.0588236	0.0201964	0.0389573	0.486198	0.513802	0.3680092
468	-53.23583	-96.18848	42.95265	0.00190902	0.000813317	0.014417	0.0478288	0.00755113	0.0165006	0.0191182	0.00639286	0.00364124	0.004416	0.0012196	0.0171181	0.00745499	0.0352917	0.00352902	0.00368364	0.00500837	0.0258071	0.0142145	0.000598175	0.026982	0.0107751	0.0145411	0.00590174	0.0103106	0.0183129	0.0375201	0.0622126	0.00326063	0.0149683	0.0177726	0.0200008	0.0660111	0.00275735	0.00337749	0.8839422	1.116058	0.788182	0.890399	0.964431	1.03688	1.12309	1.26874	0.1721094	1.262591	0.00346327	0.00147549	0.0261549	0.0867693	0.013699	0.0299349	0.0346836	0.0115977	0.00660582	0.00801135	0.00221255	0.0310551	0.0135246	0.0640249	0.00640222	0.00668274	0.009086	0.0468184	0.0257874	0.00108519	0.0489498	0.0195478	0.02638	0.0107067	0.018705	0.0332226	0.0680676	0.112864	0.00591533	0.027155	0.0322425	0.0362847	0.119755	0.00500229	0.00612732	0.558029	0.441971	0.5512178
504	-50.98193	-95.21234	44.23041	0.00621173	0.00522976	0.0044348	0.0036549	0.0215518	0.0184087	0.0267435	0.00660489	0.00827521	0.000406718	0.0338311	0.00993938	0.00659922	0.029271	0.00313494	0.00208652	0.00694352	0.00546131	0.00482646	0.00016588	0.00137821	0.0125583	0.0108154	0.0060161	0.00635995	0.00136283	0.0277416	0.0490058	0.0017293	0.00377154	0.00114812	0.00474982	0.0194127	0.00438367	0.00804253	1.527361	0.4726386	0.878774	0.93892	0.98053	1.01986	1.06505	1.13795	0.09344022	0.3094478	0.0171473	0.0144366	0.0122421	0.0100892	0.059493	0.0508167	0.0738246	0.0182326	0.0228435	0.00112273	0.0933897	0.0274374	0.018217	0.0808017	0.00865392	0.00575977	0.0191674	0.0150758	0.0133233	0.000457907	0.0038045	0.0346668	0.0298557	0.0166073	0.0175565	0.00376206	0.0765799	0.135279	0.00477368	0.0104112	0.00316934	0.0131117	0.0535882	0.012101	0.0222011	0.236319	0.763681	0.3622572
540	-55.7177	-98.14302	42.42533	0.00137505	0.00425865	0.00444169	0.0212549	0.018344	0.000517208	0.0106313	0.00366846	0.00566316	0.00814309	0.00496601	0.0070894	0.0122958	0.0145863	0.0164474	0.00149898	0.0133557	0.000977126	0.0133334	0.00260298	0.0168029	0.00903809	0.0130155	0.00553952	0.00761166	0.00621934	0.0132719	0.0212601	0.0110049	0.0109852	0.00125039	0.0119398	0.0228838	0.00662948	0.011516	0.7478763	1.252124	0.638229	0.803316	0.933956	1.07071	1.24484	1.56684	0.3247004	1.674239	0.00411175	0.0127345	0.0132818	0.0635575	0.0548534	0.00154659	0.0317902	0.0109697	0.0169343	0.02435	0.0148497	0.0211991	0.0367677	0.0436168	0.0491819	0.00448235	0.0399371	0.00292186	0.0398702	0.00778359	0.0502451	0.0270262	0.0389196	0.0165646	0.0227608	0.0185975	0.0396863	0.0635731	0.0329076	0.0328485	0.003739	0.0357032	0.0684286	0.0198239	0.0344359	0.626062	0.373938	0.3344191
576	-64.56724	-107.5608	42.99354	0.00755101	0.0606378	0.0124033	0.0191497	0.0156491	0.00989333	0.0463074	0.023648	0.0110023	0.0484835	0.0806118	0.00547309	0.0149024	0.044807	0.00274083	0.00470566	0.150084	0.00396605	0.0316017	0.000580535	0.0524359	0.0521579	0.123542	0.0210979	0.0121347	0.0219953	0.0706252	0.0640287	0.0176702	0.186364	0.0239962	0.0105745	0.00114997	0.0113494	0.00426211	1.134336	0.8656637	0.956227	0.978407	0.993213	1.00683	1.02207	1.04578	0.03236428	0.7631455	0.00595702	0.0478374	0.00978502	0.0151073	0.0123457	0.00780489	0.0365321	0.018656	0.00867979	0.0382488	0.063595	0.00431774	0.0117566	0.0353484	0.00216225	0.00371232	0.118402	0.00312883	0.0249307	0.000457986	0.0413669	0.0411476	0.0974624	0.0166442	0.0095731	0.0173522	0.0557165	0.0505124	0.0139401	0.147023	0.0189307	0.00834225	0.000907217	0.00895357	0.0033624	0.432832	0.567168	1.267582
612	-55.02035	-96.82549	41.80514	0.00681135	0.0398383	0.0304108	0.00545734	0.0225408	0.000752654	0.0434367	0.000858244	0.00221835	0.0174106	0.0354867	0.00272309	0.0362048	0.0404417	0.00168434	0.00102222	0.000892433	0.0079301	0.0242042	0.00158601	0.0313309	0.00886281	0.046802	0.0105261	0.0284948	0.0199477	0.0839508	0.00802554	0.00202824	0.0733591	0.0106133	0.0168722	0.00121875	0.00632551	0.00103369	0.547694	1.452306	0.557539	0.752069	0.914944	1.09296	1.32967	1.7936	0.4224337	2.651674	0.0101465	0.0593448	0.0453012	0.00812949	0.0335777	0.00112119	0.0647051	0.00127848	0.00330454	0.0259355	0.0528625	0.00405643	0.0539322	0.0602436	0.00250907	0.00152275	0.00132941	0.011813	0.0360556	0.00236258	0.0466719	0.0132024	0.0697182	0.0156802	0.042447	0.0297149	0.125057	0.0119552	0.00302135	0.109279	0.01581	0.0251335	0.0018155	0.00942275	0.00153983	0.726153	0.273847	0.6713021
648	-62.24923	-104.6365	42.3873	0.0505278	0.0250075	0.0125249	0.0340113	0.0187674	0.0372133	0.0072811	0.000805753	0.0237637	0.0258708	0.0167911	0.0111463	0.0390411	0.0719179	0.0207673	0.00291833	0.0665321	0.0175019	0.066783	0.0183187	0.0523276	0.17947	0.0320875	0.0145349	0.0283845	0.0173723	0.0977778	0.00200901	0.0135098	0.0139405	0.045317	0.034613	0.00359503	0.035521	0.0112308	0.8172614	1.182739	0.836062	0.91638	0.973124	1.02762	1.09125	1.19608	0.1294671	1.447197	0.0439685	0.0217612	0.0108989	0.0295961	0.0163311	0.0323824	0.0063359	0.000701154	0.0206788	0.0225124	0.0146114	0.00969935	0.033973	0.0625818	0.0180714	0.00253949	0.0578952	0.0152299	0.0581135	0.0159406	0.0455346	0.156172	0.0279221	0.012648	0.0246998	0.0151171	0.0850847	0.00174821	0.011756	0.0121308	0.0394341	0.0301197	0.00312834	0.0309098	0.00977291	0.591369	0.408631	1.149182
684	-57.22332	-99.36952	42.14619	0.00259817	0.0174854	0.00624979	0.0016035	0.00644479	0.0106407	0.00864487	0.00116096	0.00212128	0.00779412	0.0013621	0.00723466	0.00381324	0.0233291	0.0209555	0.0027697	0.0164434	0.00121923	0.00198738	0.00308757	0.00460439	0.00830926	4.11119e-05	0.0022673	0.00837041	0.00114285	0.0104804	0.00340695	0.00411681	0.0119854	0.005266	0.00351659	0.00491486	0.00935111	0.0213435	0.9598542	1.040146	0.272093	0.530042	0.820333	1.21902	1.88664	3.67521	0.9411539	1.08365	0.010559	0.0710609	0.0253992	0.00651664	0.0261917	0.0432438	0.0351328	0.00471814	0.00862091	0.0316754	0.00553557	0.0294017	0.0154971	0.0948097	0.0851633	0.0112561	0.066826	0.00495498	0.00807675	0.0125479	0.0187123	0.0337689	0.000167079	0.00921433	0.0340174	0.00464457	0.0425926	0.0138459	0.0167307	0.0487088	0.0214011	0.0142915	0.019974	0.038003	0.0867403	0.520073	0.479927	0.2460624
720	-56.26932	-99.50927	43.23995	0.00869045	0.0155847	0.0251662	0.0447594	0.0108708	0.00167562	0.0322592	0.0197455	0.0203458	0.0234108	0.0186931	0.00739726	0.00143069	0.031954	0.0163072	0.0300186	0.0213847	0.00183552	0.001177	0.116369	0.00452224	0.00141238	0.00791909	0.012219	0.01889	0.000650531	0.038276	0.000483819	0.0548648	0.0195202	0.0057362	0.01124	0.0159696	0.0937377	0.0571987	1.34378	0.6562202	0.402307	0.641419	0.870626	1.1486	1.55904	2.48566	0.6583826	0.4883391	0.0109767	0.0196847	0.0317868	0.0565347	0.0137306	0.00211645	0.0407459	0.0249402	0.0256984	0.0295697	0.0236109	0.00934332	0.00180707	0.0403604	0.0205973	0.0379159	0.0270106	0.00231841	0.00148665	0.146984	0.00571194	0.00178395	0.0100024	0.0154336	0.0238596	0.000821673	0.0483457	0.000611102	0.0692985	0.0246556	0.00724527	0.0141969	0.0201708	0.118398	0.0722464	0.32811	0.67189	0.7917162
756	-52.95146	-96.10407	43.1526	0.0091376	0.0233692	0.0176901	0.0109119	0.0178312	0.00864382	0.0291578	0.0061265	0.013798	0.00399873	0.000632854	0.0101608	0.0141036	0.0274669	0.00122499	0.000372726	0.00982518	0.00198301	0.0037478	0.0118849	0.00123982	0.0077162	0.0125461	0.0121581	0.00917681	0.0081959	0.0259791	0.000365695	0.012831	0.00302896	0.00474064	0.0102732	0.0106026	0.00928601	0.00274146	1.294007	0.7059931	0.367987	0.614123	0.858894	1.16429	1.62834	2.71748	0.7228567	0.5455868	0.0258893	0.0662111	0.0501207	0.0309163	0.0505207	0.0244903	0.0826117	0.017358	0.0390935	0.0113295	0.00179304	0.0287883	0.0399592	0.0778212	0.00347074	0.00105603	0.0278374	0.0056184	0.0106185	0.0336732	0.00351275	0.021862	0.0355465	0.0344472	0.0260004	0.0232212	0.0736058	0.00103611	0.0363538	0.00858187	0.0134315	0.0291068	0.0300401	0.0263097	0.00776728	0.352997	0.647003	0.3529493
792	-55.49462	-98.37925	42.88463	0.0116296	0.0215837	0.0160522	0.0150752	0.0435002	0.00611577	0.000491056	0.0462208	0.000221173	0.0146275	0.00306014	0.00877984	0.0148301	0.0580529	0.0123335	0.00261667	0.0160561	0.00818933	0.00910572	0.00253182	0.0216196	0.0154058	0.0429804	0.00436674	0.0132761	0.00905707	0.0267274	0.0083711	0.0710643	0.00224355	0.00479929	0.000426211	0.0129541	0.00246542	0.0503547	1.303177	0.6968226	0.235595	0.494088	0.802551	1.24603	2.02393	4.24457	1.045298	0.5347104	0.019474	0.0361424	0.0268798	0.0252437	0.072842	0.010241	0.000822284	0.0773977	0.000370359	0.0244941	0.00512427	0.014702	0.0248334	0.0972109	0.0206528	0.00438167	0.0268863	0.0137132	0.0152477	0.00423959	0.0362025	0.0257973	0.0719716	0.0073122	0.0222312	0.0151663	0.0447556	0.0140176	0.118999	0.00375688	0.00803653	0.000713701	0.0216919	0.0041284	0.0843202	0.348411	0.651589	0.597185
828	-51.34717	-94.6833	43.33613	0.00764704	0.0526473	0.0111384	0.0142681	0.0307824	0.0266704	0.00569872	0.0501642	0.0629566	0.023901	0.00462536	0.00749156	0.0154033	0.0473923	0.000135748	0.0262988	0.00648579	0.0224209	0.0207432	0.0669943	0.0209676	0.0098246	0.00838976	0.0411871	0.0463556	0.0179815	0.00740747	0.0102565	0.0365711	0.0567642	0.00108871	0.089389	0.00392512	0.0556705	0.0219492	1.186863	0.8131374	0.809406	0.902012	0.968338	1.0327	1.10863	1.23547	0.1528964	0.685115	0.00820856	0.0565132	0.0119563	0.0153158	0.0330427	0.0286289	0.00611718	0.0538477	0.0675794	0.0256561	0.004965	0.00804166	0.0165343	0.0508723	0.000145716	0.0282299	0.00696205	0.0240672	0.0222663	0.0719137	0.0225072	0.010546	0.00900582	0.0442115	0.0497595	0.0193019	0.0079514	0.0110096	0.0392565	0.0609323	0.00116865	0.0959528	0.00421334	0.0597583	0.0235609	0.406569	0.593431	0.9315933
